"label","phenotype","hemisphere","region","sex","pFDR","cohensD","dx"
"lh_insula","CT","lh","insula","Male","0.0213",0.101,"ADHD"
"lh_insula","CT","lh","insula","Male","0.0080",0.353,"SCZ"
"lh_insula","CT","lh","insula","All","   NA",0.621,"AD"
"lh_insula","CT","lh","insula","All","   NA",0.034,"ASD"
"lh_insula","CT","lh","insula","All","   NA",0.092,"ADHD"
"lh_insula","CT","lh","insula","All","   NA",0.327,"SCZ"
"lh_isthmuscingulate","CT","lh","isthmuscingulate","Female","0.0160",0.441,"AD"
"lh_isthmuscingulate","CT","lh","isthmuscingulate","Female","0.1517",-0.09,"ASD"
"lh_isthmuscingulate","CT","lh","isthmuscingulate","Female","0.1650",0.108,"ADHD"
"lh_isthmuscingulate","CT","lh","isthmuscingulate","Female","0.5030",0.033,"SCZ"
"lh_isthmuscingulate","CT","lh","isthmuscingulate","Male","0.0160",0.483,"AD"
"lh_isthmuscingulate","CT","lh","isthmuscingulate","Male","0.0426",-0.058,"ASD"
"lh_isthmuscingulate","CT","lh","isthmuscingulate","Male","0.0399",-0.087,"ADHD"
"lh_isthmuscingulate","CT","lh","isthmuscingulate","Male","0.4950",0.037,"SCZ"
"lh_isthmuscingulate","CT","lh","isthmuscingulate","All","   NA",0.461,"AD"
"lh_isthmuscingulate","CT","lh","isthmuscingulate","All","   NA",-0.065,"ASD"
"lh_isthmuscingulate","CT","lh","isthmuscingulate","All","   NA",-0.036,"ADHD"
"lh_isthmuscingulate","CT","lh","isthmuscingulate","All","   NA",0.035,"SCZ"
"lh_lateraloccipital","CT","lh","lateraloccipital","Female","0.0053",0.491,"AD"
"lh_lateraloccipital","CT","lh","lateraloccipital","Female","0.0053",-0.154,"ASD"
"lh_lateraloccipital","CT","lh","lateraloccipital","Female","0.3872",0.056,"ADHD"
"lh_lateraloccipital","CT","lh","lateraloccipital","Female","0.0053",0.236,"SCZ"
"lh_lateraloccipital","CT","lh","lateraloccipital","Male","0.0053",0.482,"AD"
"lh_lateraloccipital","CT","lh","lateraloccipital","Male","0.0053",-0.169,"ASD"
"lh_lateraloccipital","CT","lh","lateraloccipital","Male","0.1557",-0.052,"ADHD"
"lh_lateraloccipital","CT","lh","lateraloccipital","Male","0.0053",0.232,"SCZ"
"lh_lateraloccipital","CT","lh","lateraloccipital","All","   NA",0.487,"AD"
"lh_lateraloccipital","CT","lh","lateraloccipital","All","   NA",-0.163,"ASD"
"lh_lateraloccipital","CT","lh","lateraloccipital","All","   NA",-0.021,"ADHD"
"lh_lateraloccipital","CT","lh","lateraloccipital","All","   NA",0.235,"SCZ"
"lh_lateralorbitofrontal","CT","lh","lateralorbitofrontal","Female","0.0080",0.428,"AD"
"lh_lateralorbitofrontal","CT","lh","lateralorbitofrontal","Female","0.1650",-0.075,"ASD"
"lh_lateralorbitofrontal","CT","lh","lateralorbitofrontal","Female","0.3433",0.064,"ADHD"
"lh_lateralorbitofrontal","CT","lh","lateralorbitofrontal","Female","0.0080",0.394,"SCZ"
"lh_lateralorbitofrontal","CT","lh","lateralorbitofrontal","Male","0.0080",0.499,"AD"
"lh_lateralorbitofrontal","CT","lh","lateralorbitofrontal","Male","0.9741",0,"ASD"
"lh_lateralorbitofrontal","CT","lh","lateralorbitofrontal","Male","0.2076",0.056,"ADHD"
"lh_lateralorbitofrontal","CT","lh","lateralorbitofrontal","Male","0.0080",0.48,"SCZ"
"lh_lateralorbitofrontal","CT","lh","lateralorbitofrontal","All","   NA",0.462,"AD"
"lh_lateralorbitofrontal","CT","lh","lateralorbitofrontal","All","   NA",-0.012,"ASD"
"lh_lateralorbitofrontal","CT","lh","lateralorbitofrontal","All","   NA",0.06,"ADHD"
"lh_lateralorbitofrontal","CT","lh","lateralorbitofrontal","All","   NA",0.439,"SCZ"
"lh_lingual","CT","lh","lingual","Female","0.0080",0.395,"AD"
"lh_lingual","CT","lh","lingual","Female","0.0106",-0.177,"ASD"
"lh_lingual","CT","lh","lingual","Female","0.4671",0.049,"ADHD"
"lh_lingual","CT","lh","lingual","Female","0.0080",0.195,"SCZ"
"lh_lingual","CT","lh","lingual","Male","0.0053",0.462,"AD"
"lh_lingual","CT","lh","lingual","Male","0.0053",-0.083,"ASD"
"lh_lingual","CT","lh","lingual","Male","0.3154",0.034,"ADHD"
"lh_lingual","CT","lh","lingual","Male","0.0053",0.293,"SCZ"
"lh_lingual","CT","lh","lingual","All","   NA",0.427,"AD"
"lh_lingual","CT","lh","lingual","All","   NA",-0.098,"ASD"
"lh_lingual","CT","lh","lingual","All","   NA",0.04,"ADHD"
"lh_lingual","CT","lh","lingual","All","   NA",0.246,"SCZ"
"lh_medialorbitofrontal","CT","lh","medialorbitofrontal","Female","0.0080",0.447,"AD"
"lh_medialorbitofrontal","CT","lh","medialorbitofrontal","Female","0.0213",-0.156,"ASD"
"lh_medialorbitofrontal","CT","lh","medialorbitofrontal","Female","0.5349",0.034,"ADHD"
"lh_medialorbitofrontal","CT","lh","medialorbitofrontal","Female","0.0080",0.252,"SCZ"
"lh_medialorbitofrontal","CT","lh","medialorbitofrontal","Male","0.0080",0.539,"AD"
"lh_medialorbitofrontal","CT","lh","medialorbitofrontal","Male","0.0958",-0.045,"ASD"
"lh_medialorbitofrontal","CT","lh","medialorbitofrontal","Male","0.2116",0.048,"ADHD"
"lh_medialorbitofrontal","CT","lh","medialorbitofrontal","Male","0.0080",0.294,"SCZ"
"lh_medialorbitofrontal","CT","lh","medialorbitofrontal","All","   NA",0.491,"AD"
"lh_medialorbitofrontal","CT","lh","medialorbitofrontal","All","   NA",-0.064,"ASD"
"lh_medialorbitofrontal","CT","lh","medialorbitofrontal","All","   NA",0.047,"ADHD"
"lh_medialorbitofrontal","CT","lh","medialorbitofrontal","All","   NA",0.274,"SCZ"
"lh_middletemporal","CT","lh","middletemporal","Female","0.0080",0.774,"AD"
"lh_middletemporal","CT","lh","middletemporal","Female","0.8144",-0.015,"ASD"
"lh_middletemporal","CT","lh","middletemporal","Female","0.8144",0.018,"ADHD"
"lh_middletemporal","CT","lh","middletemporal","Female","0.0080",0.392,"SCZ"
"lh_middletemporal","CT","lh","middletemporal","Male","0.0080",0.863,"AD"
"lh_middletemporal","CT","lh","middletemporal","Male","0.4910",0.02,"ASD"
"lh_middletemporal","CT","lh","middletemporal","Male","0.0639",0.078,"ADHD"
"lh_middletemporal","CT","lh","middletemporal","Male","0.0080",0.397,"SCZ"
"lh_middletemporal","CT","lh","middletemporal","All","   NA",0.817,"AD"
"lh_middletemporal","CT","lh","middletemporal","All","   NA",0.018,"ASD"
"lh_middletemporal","CT","lh","middletemporal","All","   NA",0.066,"ADHD"
"lh_middletemporal","CT","lh","middletemporal","All","   NA",0.395,"SCZ"
"lh_paracentral","CT","lh","paracentral","Female","0.0080",0.321,"AD"
"lh_paracentral","CT","lh","paracentral","Female","0.9940",0.004,"ASD"
"lh_paracentral","CT","lh","paracentral","Female","0.0639",0.138,"ADHD"
"lh_paracentral","CT","lh","paracentral","Female","0.0080",0.203,"SCZ"
"lh_paracentral","CT","lh","paracentral","Male","0.0160",0.219,"AD"
"lh_paracentral","CT","lh","paracentral","Male","0.3832",0.026,"ASD"
"lh_paracentral","CT","lh","paracentral","Male","0.2954",0.058,"ADHD"
"lh_paracentral","CT","lh","paracentral","Male","0.4830",0.03,"SCZ"
"lh_paracentral","CT","lh","paracentral","All","   NA",0.272,"AD"
"lh_paracentral","CT","lh","paracentral","All","   NA",0.021,"ASD"
"lh_paracentral","CT","lh","paracentral","All","   NA",0.078,"ADHD"
"lh_paracentral","CT","lh","paracentral","All","   NA",0.113,"SCZ"
"lh_parahippocampal","CT","lh","parahippocampal","Female","0.0080",0.602,"AD"
"lh_parahippocampal","CT","lh","parahippocampal","Female","0.1397",0.078,"ASD"
"lh_parahippocampal","CT","lh","parahippocampal","Female","0.0319",0.13,"ADHD"
"lh_parahippocampal","CT","lh","parahippocampal","Female","0.0080",0.263,"SCZ"
"lh_parahippocampal","CT","lh","parahippocampal","Male","0.0160",0.605,"AD"
"lh_parahippocampal","CT","lh","parahippocampal","Male","0.5709",-0.028,"ASD"
"lh_parahippocampal","CT","lh","parahippocampal","Male","0.5709",-0.015,"ADHD"
"lh_parahippocampal","CT","lh","parahippocampal","Male","0.5709",0.034,"SCZ"
"lh_parahippocampal","CT","lh","parahippocampal","All","   NA",0.604,"AD"
"lh_parahippocampal","CT","lh","parahippocampal","All","   NA",-0.009,"ASD"
"lh_parahippocampal","CT","lh","parahippocampal","All","   NA",0.021,"ADHD"
"lh_parahippocampal","CT","lh","parahippocampal","All","   NA",0.144,"SCZ"
"lh_parsopercularis","CT","lh","parsopercularis","Female","0.0080",0.473,"AD"
"lh_parsopercularis","CT","lh","parsopercularis","Female","0.4192",-0.046,"ASD"
"lh_parsopercularis","CT","lh","parsopercularis","Female","0.4192",0.053,"ADHD"
"lh_parsopercularis","CT","lh","parsopercularis","Female","0.0080",0.36,"SCZ"
"lh_parsopercularis","CT","lh","parsopercularis","Male","0.0080",0.448,"AD"
"lh_parsopercularis","CT","lh","parsopercularis","Male","0.6108",0.013,"ASD"
"lh_parsopercularis","CT","lh","parsopercularis","Male","0.1490",0.062,"ADHD"
"lh_parsopercularis","CT","lh","parsopercularis","Male","0.0080",0.336,"SCZ"
"lh_parsopercularis","CT","lh","parsopercularis","All","   NA",0.461,"AD"
"lh_parsopercularis","CT","lh","parsopercularis","All","   NA",0.004,"ASD"
"lh_parsopercularis","CT","lh","parsopercularis","All","   NA",0.061,"ADHD"
"lh_parsopercularis","CT","lh","parsopercularis","All","   NA",0.348,"SCZ"
"lh_parsorbitalis","CT","lh","parsorbitalis","Female","0.0080",0.327,"AD"
"lh_parsorbitalis","CT","lh","parsorbitalis","Female","0.6786",0.024,"ASD"
"lh_parsorbitalis","CT","lh","parsorbitalis","Female","0.1437",0.105,"ADHD"
"lh_parsorbitalis","CT","lh","parsorbitalis","Female","0.0080",0.429,"SCZ"
"lh_parsorbitalis","CT","lh","parsorbitalis","Male","0.0080",0.415,"AD"
"lh_parsorbitalis","CT","lh","parsorbitalis","Male","0.5749",0.013,"ASD"
"lh_parsorbitalis","CT","lh","parsorbitalis","Male","0.2715",0.046,"ADHD"
"lh_parsorbitalis","CT","lh","parsorbitalis","Male","0.0080",0.441,"SCZ"
"lh_parsorbitalis","CT","lh","parsorbitalis","All","   NA",0.369,"AD"
"lh_parsorbitalis","CT","lh","parsorbitalis","All","   NA",0.017,"ASD"
"lh_parsorbitalis","CT","lh","parsorbitalis","All","   NA",0.063,"ADHD"
"lh_parsorbitalis","CT","lh","parsorbitalis","All","   NA",0.436,"SCZ"
"lh_parstriangularis","CT","lh","parstriangularis","Female","0.0080",0.38,"AD"
"lh_parstriangularis","CT","lh","parstriangularis","Female","0.5309",-0.028,"ASD"
"lh_parstriangularis","CT","lh","parstriangularis","Female","0.0905",0.117,"ADHD"
"lh_parstriangularis","CT","lh","parstriangularis","Female","0.0080",0.354,"SCZ"
"lh_parstriangularis","CT","lh","parstriangularis","Male","0.0080",0.426,"AD"
"lh_parstriangularis","CT","lh","parstriangularis","Male","0.5057",0.023,"ASD"
"lh_parstriangularis","CT","lh","parstriangularis","Male","0.8782",0.004,"ADHD"
"lh_parstriangularis","CT","lh","parstriangularis","Male","0.0080",0.328,"SCZ"
"lh_parstriangularis","CT","lh","parstriangularis","All","   NA",0.402,"AD"
"lh_parstriangularis","CT","lh","parstriangularis","All","   NA",0.017,"ASD"
"lh_parstriangularis","CT","lh","parstriangularis","All","   NA",0.037,"ADHD"
"lh_parstriangularis","CT","lh","parstriangularis","All","   NA",0.341,"SCZ"
"lh_pericalcarine","CT","lh","pericalcarine","Female","0.0080",0.234,"AD"
"lh_pericalcarine","CT","lh","pericalcarine","Female","0.0080",-0.249,"ASD"
"lh_pericalcarine","CT","lh","pericalcarine","Female","0.9182",-0.007,"ADHD"
"lh_pericalcarine","CT","lh","pericalcarine","Female","0.5695",0.037,"SCZ"
"lh_pericalcarine","CT","lh","pericalcarine","Male","0.0080",0.286,"AD"
"lh_pericalcarine","CT","lh","pericalcarine","Male","0.0080",-0.073,"ASD"
"lh_pericalcarine","CT","lh","pericalcarine","Male","0.3353",0.036,"ADHD"
"lh_pericalcarine","CT","lh","pericalcarine","Male","0.0426",0.108,"SCZ"
"lh_pericalcarine","CT","lh","pericalcarine","All","   NA",0.259,"AD"
"lh_pericalcarine","CT","lh","pericalcarine","All","   NA",-0.101,"ASD"
"lh_pericalcarine","CT","lh","pericalcarine","All","   NA",0.03,"ADHD"
"lh_pericalcarine","CT","lh","pericalcarine","All","   NA",0.075,"SCZ"
"lh_postcentral","CT","lh","postcentral","Female","0.0080",0.34,"AD"
"lh_postcentral","CT","lh","postcentral","Female","0.7385",-0.018,"ASD"
"lh_postcentral","CT","lh","postcentral","Female","0.6760",0.041,"ADHD"
"lh_postcentral","CT","lh","postcentral","Female","0.0080",0.234,"SCZ"
"lh_postcentral","CT","lh","postcentral","Male","0.0053",0.391,"AD"
"lh_postcentral","CT","lh","postcentral","Male","0.0053",-0.096,"ASD"
"lh_postcentral","CT","lh","postcentral","Male","0.5309",-0.021,"ADHD"
"lh_postcentral","CT","lh","postcentral","Male","0.0053",0.258,"SCZ"
"lh_postcentral","CT","lh","postcentral","All","   NA",0.365,"AD"
"lh_postcentral","CT","lh","postcentral","All","   NA",-0.082,"ASD"
"lh_postcentral","CT","lh","postcentral","All","   NA",-0.006,"ADHD"
"lh_postcentral","CT","lh","postcentral","All","   NA",0.246,"SCZ"
"lh_posteriorcingulate","CT","lh","posteriorcingulate","Female","0.0080",0.383,"AD"
"lh_posteriorcingulate","CT","lh","posteriorcingulate","Female","0.5190",-0.033,"ASD"
"lh_posteriorcingulate","CT","lh","posteriorcingulate","Female","0.1065",0.111,"ADHD"
"lh_posteriorcingulate","CT","lh","posteriorcingulate","Female","0.0080",0.252,"SCZ"
"lh_posteriorcingulate","CT","lh","posteriorcingulate","Male","0.0160",0.413,"AD"
"lh_posteriorcingulate","CT","lh","posteriorcingulate","Male","0.8543",-0.024,"ASD"
"lh_posteriorcingulate","CT","lh","posteriorcingulate","Male","0.9341",0.005,"ADHD"
"lh_posteriorcingulate","CT","lh","posteriorcingulate","Male","0.9341",-0.019,"SCZ"
"lh_posteriorcingulate","CT","lh","posteriorcingulate","All","   NA",0.397,"AD"
"lh_posteriorcingulate","CT","lh","posteriorcingulate","All","   NA",-0.021,"ASD"
"lh_posteriorcingulate","CT","lh","posteriorcingulate","All","   NA",0.037,"ADHD"
"lh_posteriorcingulate","CT","lh","posteriorcingulate","All","   NA",0.112,"SCZ"
"lh_precentral","CT","lh","precentral","Female","0.0080",0.464,"AD"
"lh_precentral","CT","lh","precentral","Female","0.3433",0.048,"ASD"
"lh_precentral","CT","lh","precentral","Female","0.0585",0.133,"ADHD"
"lh_precentral","CT","lh","precentral","Female","0.0080",0.249,"SCZ"
"lh_precentral","CT","lh","precentral","Male","0.0080",0.479,"AD"
"lh_precentral","CT","lh","precentral","Male","0.4271",-0.022,"ASD"
"lh_precentral","CT","lh","precentral","Male","0.0745",0.073,"ADHD"
"lh_precentral","CT","lh","precentral","Male","0.0080",0.217,"SCZ"
"lh_precentral","CT","lh","precentral","All","   NA",0.471,"AD"
"lh_precentral","CT","lh","precentral","All","   NA",-0.008,"ASD"
"lh_precentral","CT","lh","precentral","All","   NA",0.088,"ADHD"
"lh_precentral","CT","lh","precentral","All","   NA",0.232,"SCZ"
"lh_precuneus","CT","lh","precuneus","Female","0.0080",0.692,"AD"
"lh_precuneus","CT","lh","precuneus","Female","0.6108",-0.025,"ASD"
"lh_precuneus","CT","lh","precuneus","Female","0.0213",0.176,"ADHD"
"lh_precuneus","CT","lh","precuneus","Female","0.0080",0.267,"SCZ"
"lh_precuneus","CT","lh","precuneus","Male","0.0080",0.626,"AD"
"lh_precuneus","CT","lh","precuneus","Male","0.6707",0.011,"ASD"
"lh_precuneus","CT","lh","precuneus","Male","0.6653",0.03,"ADHD"
"lh_precuneus","CT","lh","precuneus","Male","0.0080",0.259,"SCZ"
"lh_precuneus","CT","lh","precuneus","All","   NA",0.66,"AD"
"lh_precuneus","CT","lh","precuneus","All","   NA",0.001,"ASD"
"lh_precuneus","CT","lh","precuneus","All","   NA",0.067,"ADHD"
"lh_precuneus","CT","lh","precuneus","All","   NA",0.262,"SCZ"
"lh_rostralanteriorcingulate","CT","lh","rostralanteriorcingulate","Female","0.0080",0.307,"AD"
"lh_rostralanteriorcingulate","CT","lh","rostralanteriorcingulate","Female","0.4870",-0.042,"ASD"
"lh_rostralanteriorcingulate","CT","lh","rostralanteriorcingulate","Female","0.4870",0.04,"ADHD"
"lh_rostralanteriorcingulate","CT","lh","rostralanteriorcingulate","Female","0.0080",0.331,"SCZ"
"lh_rostralanteriorcingulate","CT","lh","rostralanteriorcingulate","Male","0.0080",0.423,"AD"
"lh_rostralanteriorcingulate","CT","lh","rostralanteriorcingulate","Male","0.0905",0.043,"ASD"
"lh_rostralanteriorcingulate","CT","lh","rostralanteriorcingulate","Male","0.8743",-0.004,"ADHD"
"lh_rostralanteriorcingulate","CT","lh","rostralanteriorcingulate","Male","0.0080",0.322,"SCZ"
"lh_rostralanteriorcingulate","CT","lh","rostralanteriorcingulate","All","   NA",0.363,"AD"
"lh_rostralanteriorcingulate","CT","lh","rostralanteriorcingulate","All","   NA",0.027,"ASD"
"lh_rostralanteriorcingulate","CT","lh","rostralanteriorcingulate","All","   NA",0.008,"ADHD"
"lh_rostralanteriorcingulate","CT","lh","rostralanteriorcingulate","All","   NA",0.326,"SCZ"
"lh_rostralmiddlefrontal","CT","lh","rostralmiddlefrontal","Female","0.0080",0.514,"AD"
"lh_rostralmiddlefrontal","CT","lh","rostralmiddlefrontal","Female","0.0266",-0.125,"ASD"
"lh_rostralmiddlefrontal","CT","lh","rostralmiddlefrontal","Female","0.2236",0.08,"ADHD"
"lh_rostralmiddlefrontal","CT","lh","rostralmiddlefrontal","Female","0.0080",0.398,"SCZ"
"lh_rostralmiddlefrontal","CT","lh","rostralmiddlefrontal","Male","0.0080",0.608,"AD"
